,close,rsi (14),macd,macd signal,bol_upper (20),bol_lower (20),sma50,sma100,sma200,Y
Mon Feb  5 10:22:00 2018,9.629e-05,44.83420808743866,-1.5878704447288249e-07,-1.7105695761396172e-07,9.631449999999994e-05,9.631449999999994e-05,9.673019999999992e-05,9.708980000000006e-05,9.75356500000002e-05,0
Mon Feb  5 10:31:00 2018,9.583e-05,30.717991085914075,-1.7326561287827648e-07,-1.672324861846153e-07,9.611699999999992e-05,9.611699999999992e-05,9.650919999999991e-05,9.690940000000003e-05,9.744315000000017e-05,1
Mon Feb  5 10:39:00 2018,9.738e-05,78.82764202062046,1.4126407394173402e-07,-3.306148405124323e-08,9.621299999999991e-05,9.621299999999991e-05,9.641899999999993e-05,9.681980000000005e-05,9.738815000000013e-05,0
Mon Feb  5 10:41:00 2018,9.707e-05,66.64917291136018,2.0711528332020954e-07,4.982128494954148e-08,9.632049999999993e-05,9.632049999999993e-05,9.642859999999994e-05,9.681270000000004e-05,9.737995000000014e-05,1
Mon Feb  5 10:48:00 2018,9.867e-05,84.55166898940635,5.462169546206281e-07,3.3587764244522866e-07,9.696149999999992e-05,9.696149999999992e-05,9.656619999999998e-05,9.685020000000004e-05,9.73752000000001e-05,0
Mon Feb  5 10:49:00 2018,9.805e-05,66.53454694552336,5.372428186883589e-07,3.761506776938547e-07,9.706749999999992e-05,9.706749999999992e-05,9.659319999999998e-05,9.685690000000006e-05,9.73750000000001e-05,1
Mon Feb  5 10:51:00 2018,9.85e-05,71.38949569770283,5.646496173219068e-07,4.418602583638269e-07,9.732399999999992e-05,9.732399999999992e-05,9.666499999999998e-05,9.687880000000006e-05,9.738185000000012e-05,0
Mon Feb  5 11:00:00 2018,9.73e-05,43.852213268640455,1.9243095316848332e-07,3.577178386688817e-07,9.79249999999999e-05,9.79249999999999e-05,9.692639999999999e-05,9.695470000000004e-05,9.739550000000011e-05,1
Mon Feb  5 11:01:00 2018,9.747e-05,47.75326601869187,1.5262741268080437e-07,3.1669975347126624e-07,9.794499999999989e-05,9.794499999999989e-05,9.694959999999998e-05,9.695560000000006e-05,9.739495000000012e-05,0
Mon Feb  5 11:04:00 2018,9.744e-05,47.368504293374,6.024021400822665e-08,2.0202920726129653e-07,9.79694999999999e-05,9.79694999999999e-05,9.702099999999998e-05,9.695880000000006e-05,9.739385000000012e-05,0
Mon Feb  5 11:05:00 2018,9.743e-05,47.12208946034906,4.120008740012113e-08,1.6986338328906146e-07,9.79404999999999e-05,9.79404999999999e-05,9.704479999999998e-05,9.695840000000006e-05,9.739450000000011e-05,1
Mon Feb  5 11:07:00 2018,9.757e-05,51.20175395238255,2.586348788812616e-08,1.182706283575483e-07,9.784799999999988e-05,9.784799999999988e-05,9.709199999999996e-05,9.696120000000006e-05,9.739630000000012e-05,0
Mon Feb  5 11:10:00 2018,9.726e-05,42.4561119030026,-1.405385722868472e-08,6.124297539228758e-08,9.770249999999988e-05,9.770249999999988e-05,9.716599999999996e-05,9.696730000000007e-05,9.739535000000009e-05,1
Mon Feb  5 11:12:00 2018,9.74e-05,47.08186893868711,-2.6116435556172908e-08,3.054799087150581e-08,9.759799999999987e-05,9.759799999999987e-05,9.721399999999997e-05,9.697210000000007e-05,9.739130000000009e-05,0
Mon Feb  5 11:13:00 2018,9.739e-05,46.772104076860025,-3.031063822582004e-08,1.837626505204064e-08,9.755449999999988e-05,9.755449999999988e-05,9.723879999999997e-05,9.697500000000007e-05,9.738835000000008e-05,1
Mon Feb  5 11:14:00 2018,9.779e-05,58.5263630360229,-1.3424421610013773e-09,1.4432523609432236e-08,9.753249999999987e-05,9.753249999999987e-05,9.727299999999997e-05,9.698200000000007e-05,9.738540000000009e-05,0
Mon Feb  5 11:15:00 2018,9.744e-05,48.445415071094075,-6.5514914872967555e-09,1.0235720590086437e-08,9.749349999999988e-05,9.749349999999988e-05,9.730019999999997e-05,9.698600000000009e-05,9.73814500000001e-05,1
Mon Feb  5 11:16:00 2018,9.757e-05,51.76849395383473,-1.8762424735608088e-10,8.151051622597934e-09,9.747249999999988e-05,9.747249999999988e-05,9.733159999999998e-05,9.699150000000008e-05,9.73781000000001e-05,0
Mon Feb  5 11:17:00 2018,9.756e-05,51.49353529774683,4.002728994719103e-09,7.321387097022167e-09,9.745999999999987e-05,9.745999999999987e-05,9.736399999999997e-05,9.699460000000008e-05,9.737450000000011e-05,1
Mon Feb  5 11:18:00 2018,9.76e-05,52.578515187316185,1.0431037329752227e-08,7.943317143568179e-09,9.745999999999987e-05,9.745999999999987e-05,9.739719999999996e-05,9.699860000000008e-05,9.73730000000001e-05,0
Mon Feb  5 11:19:00 2018,9.755e-05,51.04163043991331,1.1359985030076885e-08,8.62665072086992e-09,9.746749999999988e-05,9.746749999999988e-05,9.742959999999997e-05,9.700010000000009e-05,9.737075000000008e-05,1
Mon Feb  5 11:20:00 2018,9.756e-05,51.347931830614556,1.2756055336256462e-08,9.452531643947229e-09,9.748049999999987e-05,9.748049999999987e-05,9.746219999999997e-05,9.700080000000008e-05,9.736720000000007e-05,0
Mon Feb  5 11:22:00 2018,9.747e-05,48.34141292362105,3.4164498014351485e-09,8.159814160393645e-09,9.748549999999986e-05,9.748549999999986e-05,9.752579999999997e-05,9.700460000000009e-05,9.735765000000007e-05,1
Mon Feb  5 11:24:00 2018,9.751e-05,49.84564089039345,7.086585823771986e-10,5.597649527116e-09,9.749399999999986e-05,9.749399999999986e-05,9.758339999999999e-05,9.70116000000001e-05,9.734665000000007e-05,0
Mon Feb  5 11:26:00 2018,9.741e-05,45.92448818527116,-1.2029828398946e-08,4.28597243833794e-10,9.749299999999986e-05,9.749299999999986e-05,9.762979999999997e-05,9.701970000000012e-05,9.734090000000006e-05,1
Mon Feb  5 11:27:00 2018,9.745e-05,47.77352351828393,-1.446451227718438e-08,-2.5500246603698406e-09,9.748699999999986e-05,9.748699999999986e-05,9.764479999999998e-05,9.702420000000012e-05,9.733710000000005e-05,0
Mon Feb  5 11:28:00 2018,9.744e-05,47.3377340515235,-1.7004911187189762e-08,-5.441001965733825e-09,9.748549999999988e-05,9.748549999999988e-05,9.764819999999997e-05,9.702860000000013e-05,9.733280000000005e-05,1
Mon Feb  5 11:29:00 2018,9.767e-05,57.043519126158415,-4.538857042762825e-10,-4.4435787134423166e-09,9.749549999999989e-05,9.749549999999989e-05,9.765399999999997e-05,9.703650000000011e-05,9.732965000000006e-05,0
Mon Feb  5 11:39:00 2018,9.696e-05,30.957798665975762,-1.2187193055157185e-07,-6.587580452079058e-08,9.736899999999989e-05,9.736899999999989e-05,9.755019999999996e-05,9.70717000000001e-05,9.728745000000004e-05,1
Mon Feb  5 11:40:00 2018,9.697e-05,31.629639567237284,-1.3290739560559877e-07,-7.928212273775221e-08,9.733949999999988e-05,9.733949999999988e-05,9.752179999999995e-05,9.70744000000001e-05,9.728210000000003e-05,0
Mon Feb  5 11:41:00 2018,9.688e-05,28.903606963455132,-1.4721828821936576e-07,-9.286935583407492e-08,9.730849999999988e-05,9.730849999999988e-05,9.748939999999996e-05,9.70772000000001e-05,9.727650000000003e-05,1
Mon Feb  5 11:49:00 2018,9.703e-05,41.087373803266445,-1.1004295265512891e-07,-1.2508428615099703e-07,9.710949999999988e-05,9.710949999999988e-05,9.732999999999995e-05,9.71186000000001e-05,9.723759999999999e-05,1
Mon Feb  5 11:53:00 2018,9.707e-05,44.640809940709005,-7.849104611274272e-08,-1.0344761409916575e-07,9.703449999999989e-05,9.703449999999989e-05,9.730259999999994e-05,9.715070000000007e-05,9.721450000000002e-05,0
Mon Feb  5 12:06:00 2018,9.611e-05,12.196903763858716,-2.428116151624083e-07,-1.9213433064161446e-07,9.671249999999989e-05,9.671249999999989e-05,9.705839999999995e-05,9.719500000000002e-05,9.710090000000002e-05,1
Mon Feb  5 12:18:00 2018,9.618e-05,30.117427582791894,-1.6376551918634893e-07,-1.7177652669537537e-07,9.631999999999986e-05,9.631999999999986e-05,9.677019999999994e-05,9.720920000000007e-05,9.701435000000001e-05,0
Mon Feb  5 12:20:00 2018,9.607e-05,25.924840551930263,-1.6765139843874293e-07,-1.698289696032054e-07,9.628199999999986e-05,9.628199999999986e-05,9.671159999999995e-05,9.718540000000007e-05,9.700130000000004e-05,1
Mon Feb  5 12:21:00 2018,9.611e-05,29.901201335833928,-1.6481474615845913e-07,-1.6882612491425616e-07,9.626549999999987e-05,9.626549999999987e-05,9.668479999999995e-05,9.717580000000007e-05,9.699425000000003e-05,0
Mon Feb  5 12:22:00 2018,9.602e-05,26.459578251505118,-1.678935542447432e-07,-1.6863961078035358e-07,9.624599999999988e-05,9.624599999999988e-05,9.665619999999995e-05,9.716470000000007e-05,9.698760000000003e-05,1
Mon Feb  5 12:23:00 2018,9.604e-05,28.430965737269396,-1.667969673693889e-07,-1.6827108209816065e-07,9.622849999999987e-05,9.622849999999987e-05,9.662999999999995e-05,9.715270000000007e-05,9.698030000000002e-05,0
Mon Feb  5 12:24:00 2018,9.603e-05,28.026419482533655,-1.648347187648187e-07,-1.6758380943149226e-07,9.621449999999987e-05,9.621449999999987e-05,9.660359999999994e-05,9.713920000000007e-05,9.697360000000002e-05,1
Mon Feb  5 12:29:00 2018,9.635e-05,54.138752857164064,-8.259257805431073e-08,-1.3126112512303408e-07,9.620499999999987e-05,9.620499999999987e-05,9.651879999999995e-05,9.703450000000005e-05,9.694570000000004e-05,0
Mon Feb  5 12:30:00 2018,9.621e-05,45.19059700201429,-7.569429101365302e-08,-1.2014775830115787e-07,9.619549999999987e-05,9.619549999999987e-05,9.650359999999995e-05,9.701270000000005e-05,9.694025000000002e-05,1
Mon Feb  5 12:32:00 2018,9.637e-05,54.63976350500155,-4.418712647010967e-08,-9.543632794946679e-08,9.619249999999986e-05,9.619249999999986e-05,9.648159999999996e-05,9.697080000000006e-05,9.69302e-05,0
Mon Feb  5 12:33:00 2018,9.635e-05,53.33798192735446,-3.237909645765135e-08,-8.28248816511037e-08,9.619299999999987e-05,9.619299999999987e-05,9.646999999999996e-05,9.695170000000006e-05,9.69263e-05,1
Mon Feb  5 12:34:00 2018,9.649e-05,60.44258663565268,-1.15907071720166e-08,-6.857804675528628e-08,9.620099999999987e-05,9.620099999999987e-05,9.646059999999997e-05,9.693430000000007e-05,9.692369999999999e-05,0
Mon Feb  5 12:35:00 2018,9.641e-05,55.26450033620799,-1.5531861400047264e-09,-5.5173074632229975e-08,9.620549999999986e-05,9.620549999999986e-05,9.644959999999996e-05,9.691620000000007e-05,9.692055e-05,1
Mon Feb  5 12:36:00 2018,9.663e-05,64.31760624625208,2.387852619152868e-08,-3.936275446747824e-08,9.623049999999986e-05,9.623049999999986e-05,9.644279999999997e-05,9.690260000000008e-05,9.69187e-05,0
Mon Feb  5 12:37:00 2018,9.66e-05,62.46134168000067,4.113837458584609e-08,-2.326252865681337e-08,9.625399999999985e-05,9.625399999999985e-05,9.643319999999995e-05,9.689050000000008e-05,9.691624999999998e-05,1
Mon Feb  5 12:38:00 2018,9.689e-05,71.13408905226257,7.732613757756247e-08,-3.1447954099382015e-09,9.628949999999987e-05,9.628949999999987e-05,9.642939999999994e-05,9.688340000000008e-05,9.691549999999998e-05,0
Mon Feb  5 12:40:00 2018,9.67e-05,60.92170681069283,1.0257823400763866e-07,3.373890004669467e-08,9.635349999999985e-05,9.635349999999985e-05,9.641739999999996e-05,9.687110000000009e-05,9.691289999999998e-05,1
Mon Feb  5 12:43:00 2018,9.698e-05,68.48448971067228,1.6172060402882735e-07,8.972766975171606e-08,9.649099999999986e-05,9.649099999999986e-05,9.641259999999997e-05,9.685760000000011e-05,9.690749999999997e-05,0
Mon Feb  5 12:46:00 2018,9.677e-05,57.44417365914784,1.4719280731018082e-07,1.2206168014305955e-07,9.660099999999987e-05,9.660099999999987e-05,9.640859999999998e-05,9.683930000000007e-05,9.689859999999997e-05,1
Mon Feb  5 12:48:00 2018,9.698e-05,64.59536679742092,1.4602445972826438e-07,1.2955269067770543e-07,9.666349999999986e-05,9.666349999999986e-05,9.641679999999998e-05,9.682660000000007e-05,9.689449999999996e-05,0
Mon Feb  5 12:50:00 2018,9.692e-05,61.28232983113874,1.4463136723028393e-07,1.3544445498412386e-07,9.672899999999985e-05,9.672899999999985e-05,9.64352e-05,9.681800000000006e-05,9.689264999999997e-05,1
Mon Feb  5 12:51:00 2018,9.698e-05,63.379931481924146,1.4550013004033398e-07,1.374555899953659e-07,9.676199999999986e-05,9.676199999999986e-05,9.644599999999999e-05,9.681390000000007e-05,9.689219999999997e-05,0
Mon Feb  5 12:52:00 2018,9.676e-05,52.21056995414857,1.2697280597367977e-07,1.3535903319102867e-07,9.678149999999987e-05,9.678149999999987e-05,9.6453e-05,9.680750000000007e-05,9.688979999999997e-05,1
Mon Feb  5 12:53:00 2018,9.695e-05,58.94043733083705,1.2616680784767768e-07,1.3352058812235847e-07,9.681149999999985e-05,9.681149999999985e-05,9.64642e-05,9.680310000000008e-05,9.688904999999998e-05,0
Mon Feb  5 13:00:00 2018,9.637e-05,38.12076352531316,-3.5861346165937265e-08,4.211241860544669e-08,9.677799999999987e-05,9.677799999999987e-05,9.650000000000003e-05,9.673060000000007e-05,9.686569999999997e-05,1
Mon Feb  5 13:03:00 2018,9.68e-05,56.36718206508318,-2.6972823468228066e-08,1.7697958253993299e-09,9.671899999999987e-05,9.671899999999987e-05,9.651300000000002e-05,9.670330000000006e-05,9.685519999999997e-05,0
Mon Feb  5 13:06:00 2018,9.669e-05,52.379794671827376,-2.6356272182927838e-08,-1.4771836872893868e-08,9.667899999999988e-05,9.667899999999988e-05,9.653120000000003e-05,9.667650000000006e-05,9.684809999999994e-05,0
Mon Feb  5 13:07:00 2018,9.655e-05,47.81056795181508,-2.7914242166690974e-08,-1.7400317931653288e-08,9.666699999999987e-05,9.666699999999987e-05,9.653960000000003e-05,9.666750000000005e-05,9.684584999999995e-05,1
Mon Feb  5 13:08:00 2018,9.669e-05,52.292358407745645,-1.764867173040805e-08,-1.744998869140424e-08,9.665249999999987e-05,9.665249999999987e-05,9.654980000000003e-05,9.666000000000004e-05,9.684429999999995e-05,0
Mon Feb  5 13:10:00 2018,9.646e-05,45.077144329508,-2.5497516678923905e-08,-1.8665698819868918e-08,9.661299999999987e-05,9.661299999999987e-05,9.656760000000003e-05,9.663960000000005e-05,9.684084999999995e-05,1
Mon Feb  5 13:11:00 2018,9.657e-05,48.79680165391515,-2.4665368793616192e-08,-1.9865632814618372e-08,9.659249999999987e-05,9.659249999999987e-05,9.657680000000002e-05,9.663080000000004e-05,9.683924999999996e-05,0
Mon Feb  5 13:12:00 2018,9.629e-05,41.156087782704496,-4.606849658953698e-08,-2.5106205569602094e-08,9.656899999999988e-05,9.656899999999988e-05,9.658220000000002e-05,9.661920000000005e-05,9.683559999999995e-05,1
Mon Feb  5 13:13:00 2018,9.641e-05,45.12204816354104,-5.273968222350414e-08,-3.0632900900382505e-08,9.654199999999988e-05,9.654199999999988e-05,9.658960000000001e-05,9.660980000000005e-05,9.683229999999996e-05,0
Mon Feb  5 13:14:00 2018,9.631e-05,42.54848757558284,-6.534258057235617e-08,-3.757483683477724e-08,9.651599999999987e-05,9.651599999999987e-05,9.659519999999999e-05,9.659940000000006e-05,9.682939999999996e-05,1
Mon Feb  5 13:15:00 2018,9.638e-05,44.9168443613691,-6.88879558533907e-08,-4.383746063849993e-08,9.650249999999988e-05,9.650249999999988e-05,9.66006e-05,9.659020000000006e-05,9.682729999999995e-05,0
Mon Feb  5 13:16:00 2018,9.623e-05,41.01503004008648,-8.284643556527788e-08,-5.1639255623855524e-08,9.648349999999989e-05,9.648349999999989e-05,9.660220000000001e-05,9.658140000000006e-05,9.682409999999996e-05,1
Mon Feb  5 13:19:00 2018,9.624e-05,41.74645565526832,-9.540424244708422e-08,-7.104288434526957e-08,9.645749999999986e-05,9.645749999999986e-05,9.66016e-05,9.656020000000007e-05,9.681594999999996e-05,1
Mon Feb  5 13:20:00 2018,9.625e-05,42.16090830240962,-9.797778643506688e-08,-7.642986476322903e-08,9.645149999999987e-05,9.645149999999987e-05,9.660239999999998e-05,9.655300000000008e-05,9.681369999999995e-05,0
Mon Feb  5 13:22:00 2018,9.601e-05,35.54153135548457,-1.2991904628149962e-07,-9.327203563452831e-08,9.640749999999987e-05,9.640749999999987e-05,9.65898e-05,9.653570000000007e-05,9.680799999999996e-05,1
Mon Feb  5 13:23:00 2018,9.604e-05,36.958245841726,-1.378656949830811e-07,-1.0219076750423887e-07,9.636949999999987e-05,9.636949999999987e-05,9.65836e-05,9.652680000000007e-05,9.680569999999996e-05,0
Mon Feb  5 13:24:00 2018,9.603e-05,36.668935418059505,-1.433183035671402e-07,-1.1041627471681913e-07,9.634599999999987e-05,9.634599999999987e-05,9.65744e-05,9.651750000000007e-05,9.680309999999995e-05,1
Mon Feb  5 13:27:00 2018,9.658e-05,57.43461442865618,-5.9462369029816614e-08,-9.960211463751154e-08,9.632749999999987e-05,9.632749999999987e-05,9.656899999999999e-05,9.650110000000009e-05,9.680339999999996e-05,0
Mon Feb  5 13:37:00 2018,9.75e-05,73.92826728201138,8.497468095411875e-08,-3.129756094480393e-08,9.631049999999986e-05,9.631049999999986e-05,9.647619999999998e-05,9.644320000000013e-05,9.680779999999997e-05,0
Mon Feb  5 13:39:00 2018,9.699e-05,60.06258600613854,1.532818992141464e-07,3.1773203574245475e-08,9.639149999999985e-05,9.639149999999985e-05,9.648079999999996e-05,9.645340000000014e-05,9.681614999999997e-05,1
Mon Feb  5 13:41:00 2018,9.715e-05,62.71814136245011,1.911298885976518e-07,8.558053557789409e-08,9.648399999999986e-05,9.648399999999986e-05,9.648579999999996e-05,9.646590000000015e-05,9.682634999999997e-05,0
Mon Feb  5 13:43:00 2018,9.7e-05,58.58521099563667,2.0033154924365792e-07,1.2709433960221782e-07,9.658599999999988e-05,9.658599999999988e-05,9.649339999999995e-05,9.647880000000014e-05,9.683459999999998e-05,1
Mon Feb  5 13:44:00 2018,9.707e-05,59.95055474063788,2.0263642913515034e-07,1.422027575088043e-07,9.663799999999988e-05,9.663799999999988e-05,9.649819999999994e-05,9.648640000000013e-05,9.683955e-05,0
Mon Feb  5 13:53:00 2018,9.657e-05,47.3647409537927,8.55993094201618e-09,6.845066787553696e-08,9.680699999999989e-05,9.680699999999989e-05,9.651679999999997e-05,9.651490000000012e-05,9.686989999999998e-05,0
Mon Feb  5 13:55:00 2018,9.61e-05,35.28328738396762,-5.953862520252542e-08,2.8499010711855974e-08,9.678399999999989e-05,9.678399999999989e-05,9.650459999999996e-05,9.651230000000013e-05,9.687014999999997e-05,1
Mon Feb  5 13:59:00 2018,9.617e-05,38.52495971975242,-1.1994628748598197e-07,-5.2028865388826526e-08,9.66029999999999e-05,9.66029999999999e-05,9.646759999999996e-05,9.651370000000012e-05,9.685514999999995e-05,1
Mon Feb  5 14:01:00 2018,9.632e-05,44.98654381339164,-1.1391811904253382e-07,-7.557289864579802e-08,9.65224999999999e-05,9.65224999999999e-05,9.645779999999996e-05,9.651730000000011e-05,9.684654999999996e-05,0
Mon Feb  5 14:02:00 2018,9.625e-05,42.67717780518534,-1.1201497391899766e-07,-8.286131370043795e-08,9.64804999999999e-05,9.64804999999999e-05,9.645699999999996e-05,9.651960000000011e-05,9.684214999999995e-05,1
Mon Feb  5 14:03:00 2018,9.63e-05,44.85476126516573,-1.0525877789436297e-07,-8.734080653922295e-08,9.644549999999989e-05,9.644549999999989e-05,9.645479999999996e-05,9.652220000000012e-05,9.683744999999996e-05,0
Mon Feb  5 14:06:00 2018,9.605e-05,36.88049580340395,-1.2419070448867339e-07,-1.0211379483213432e-07,9.63264999999999e-05,9.63264999999999e-05,9.644299999999996e-05,9.652260000000012e-05,9.681074999999997e-05,1
Mon Feb  5 14:07:00 2018,9.614e-05,41.318121739252696,-1.223774438037338e-07,-1.061665246264542e-07,9.63004999999999e-05,9.63004999999999e-05,9.643979999999996e-05,9.652160000000012e-05,9.679849999999998e-05,0
Mon Feb  5 14:08:00 2018,9.603e-05,37.81846190381547,-1.283371119986719e-07,-1.1060064210089774e-07,9.626999999999989e-05,9.626999999999989e-05,9.643439999999998e-05,9.651910000000012e-05,9.67853e-05,1
Mon Feb  5 14:14:00 2018,9.633e-05,48.94857502717894,-1.5827789964713594e-08,-6.040967855256101e-08,9.624549999999988e-05,9.624549999999988e-05,9.647239999999998e-05,9.652340000000013e-05,9.672884999999999e-05,1
Mon Feb  5 14:16:00 2018,9.649e-05,54.20685117636496,2.4334420353197333e-09,-3.965164839670802e-08,9.627999999999988e-05,9.627999999999988e-05,9.647459999999999e-05,9.652200000000012e-05,9.671230000000001e-05,0
Mon Feb  5 14:18:00 2018,9.61e-05,42.06374969577584,-2.7348638245190812e-08,-3.206354801568965e-08,9.627649999999988e-05,9.627649999999988e-05,9.646259999999999e-05,9.651060000000012e-05,9.6697e-05,1
Mon Feb  5 14:19:00 2018,9.623e-05,46.5588253739097,-3.213543438662192e-08,-3.20779252898761e-08,9.627949999999988e-05,9.627949999999988e-05,9.64612e-05,9.650520000000011e-05,9.669114999999998e-05,0
Mon Feb  5 14:20:00 2018,9.607e-05,42.21733581564469,-4.8283090230914196e-08,-3.5318958278083716e-08,9.627199999999988e-05,9.627199999999988e-05,9.64592e-05,9.649890000000011e-05,9.668499999999999e-05,1
Mon Feb  5 14:21:00 2018,9.622e-05,47.18916019244347,-4.841834093248954e-08,-3.793883480896488e-08,9.626699999999988e-05,9.626699999999988e-05,9.64626e-05,9.64914000000001e-05,9.667875e-05,0
