,close,rsi (14),macd,macd signal,bol_upper (20),bol_lower (20),sma50,sma100,sma200,Y
Mon Feb  5 05:58:00 2018,9.885e-05,45.15921938392854,-1.2434651066848027e-07,-1.3730249985550328e-07,9.891399999999993e-05,9.891399999999993e-05,9.924959999999995e-05,9.939190000000011e-05,9.913975000000011e-05,0
Mon Feb  5 05:59:00 2018,9.86e-05,38.53301331285025,-1.357028392814962e-07,-1.3698256774070188e-07,9.889299999999992e-05,9.889299999999992e-05,9.922859999999995e-05,9.938660000000012e-05,9.913500000000011e-05,1
Mon Feb  5 06:00:00 2018,9.892e-05,48.87386139616619,-1.175267111089989e-07,-1.3309139641436128e-07,9.888399999999993e-05,9.888399999999993e-05,9.921679999999995e-05,9.938280000000013e-05,9.91332000000001e-05,0
Mon Feb  5 06:02:00 2018,9.855e-05,40.3362338782032,-1.3780316435578499e-07,-1.3313494811817658e-07,9.883249999999996e-05,9.883249999999996e-05,9.917199999999996e-05,9.936780000000014e-05,9.912475000000012e-05,1
Mon Feb  5 06:04:00 2018,9.897e-05,51.595573639881195,-9.580945797615708e-08,-1.236312783130432e-07,9.882249999999996e-05,9.882249999999996e-05,9.914959999999997e-05,9.935710000000012e-05,9.911975000000012e-05,0
Mon Feb  5 06:06:00 2018,9.865e-05,44.34290802566191,-1.032703157680966e-07,-1.1580778719758024e-07,9.878199999999998e-05,9.878199999999998e-05,9.911399999999997e-05,9.934000000000012e-05,9.911040000000011e-05,1
Mon Feb  5 06:07:00 2018,9.868e-05,45.178764948114384,-1.0211703518959764e-07,-1.1306963679598372e-07,9.876849999999997e-05,9.876849999999997e-05,9.909479999999999e-05,9.933180000000013e-05,9.910720000000012e-05,0
Mon Feb  5 06:09:00 2018,9.864e-05,44.20713750482981,-1.0232849334406455e-07,-1.09221130743236e-07,9.875299999999995e-05,9.875299999999995e-05,9.905379999999996e-05,9.931430000000012e-05,9.909895000000013e-05,1
Mon Feb  5 06:11:00 2018,9.886e-05,51.17000630896917,-7.830764679377718e-08,-1.0109651147667275e-07,9.876399999999995e-05,9.876399999999995e-05,9.901279999999998e-05,9.92980000000001e-05,9.909375000000011e-05,0
Mon Feb  5 06:12:00 2018,9.885e-05,50.85421034587571,-6.350206441059687e-08,-9.357762206345758e-08,9.876249999999995e-05,9.876249999999995e-05,9.899739999999999e-05,9.929300000000011e-05,9.909265000000012e-05,1
Mon Feb  5 06:15:00 2018,9.902e-05,56.08690893128765,-6.237777256285241e-09,-5.901450446808724e-08,9.877549999999994e-05,9.877549999999994e-05,9.89566e-05,9.92799000000001e-05,9.908935000000013e-05,0
Mon Feb  5 06:16:00 2018,9.89e-05,51.502851512840664,-1.446031773041554e-09,-4.75008099290781e-08,9.877649999999994e-05,9.877649999999994e-05,9.89446e-05,9.92743000000001e-05,9.908765000000012e-05,1
Mon Feb  5 06:18:00 2018,9.895e-05,53.294789096338604,1.0472832688850249e-08,-2.7678734958653566e-08,9.879399999999996e-05,9.879399999999996e-05,9.89228e-05,9.92655000000001e-05,9.908630000000011e-05,0
Mon Feb  5 06:19:00 2018,9.87e-05,44.23502712845245,-4.45563259982777e-09,-2.3034114486888408e-08,9.879899999999997e-05,9.879899999999997e-05,9.89108e-05,9.92592000000001e-05,9.90836000000001e-05,1
Mon Feb  5 06:21:00 2018,9.892e-05,52.08856790749352,2.9789445095255475e-09,-1.4552395351596432e-08,9.881249999999998e-05,9.881249999999998e-05,9.88946e-05,9.92465000000001e-05,9.90797500000001e-05,0
Mon Feb  5 06:22:00 2018,9.88e-05,47.89489805840176,-2.3039338032732537e-09,-1.2102703041931796e-08,9.882499999999998e-05,9.882499999999998e-05,9.888759999999998e-05,9.923840000000008e-05,9.90770500000001e-05,1
Mon Feb  5 06:23:00 2018,9.891e-05,51.731213606534354,2.3582434024088444e-09,-9.210513753063667e-09,9.882799999999998e-05,9.882799999999998e-05,9.888079999999998e-05,9.92301000000001e-05,9.90751000000001e-05,0
Mon Feb  5 06:30:00 2018,9.847e-05,37.814145809111345,-8.819020914622056e-08,-4.929238146764734e-08,9.87865e-05,9.87865e-05,9.880699999999996e-05,9.91575000000001e-05,9.90514500000001e-05,1
Mon Feb  5 06:31:00 2018,9.85e-05,39.42275755606852,-9.381470285304606e-08,-5.8196845744727085e-08,9.876849999999998e-05,9.876849999999998e-05,9.879559999999995e-05,9.914790000000008e-05,9.904845000000009e-05,0
Mon Feb  5 06:37:00 2018,9.812e-05,27.276892331036006,-1.5700906771815297e-07,-1.133122556258396e-07,9.858149999999999e-05,9.858149999999999e-05,9.870899999999995e-05,9.90728000000001e-05,9.902105000000011e-05,1
Mon Feb  5 06:38:00 2018,9.825e-05,35.65997294107947,-1.5801243705922975e-07,-1.2225229191251762e-07,9.854649999999998e-05,9.854649999999998e-05,9.869599999999995e-05,9.90609000000001e-05,9.901580000000012e-05,0
Mon Feb  5 06:43:00 2018,9.8e-05,27.203549936253346,-1.6631514314859497e-07,-1.4681692374791307e-07,9.83805e-05,9.83805e-05,9.863619999999997e-05,9.898810000000008e-05,9.899495000000012e-05,1
Mon Feb  5 06:44:00 2018,9.808e-05,32.87043437887977,-1.6805667782907204e-07,-1.5106487456414486e-07,9.83495e-05,9.83495e-05,9.862199999999998e-05,9.897190000000009e-05,9.899230000000012e-05,0
Mon Feb  5 06:46:00 2018,9.771e-05,23.320707771602446,-2.0084028280780352e-07,-1.6492688192082222e-07,9.8264e-05,9.8264e-05,9.85796e-05,9.893360000000009e-05,9.898350000000013e-05,1
Mon Feb  5 06:47:00 2018,9.78e-05,28.84270803880157,-2.112387089481043e-07,-1.7418924732627865e-07,9.822800000000001e-05,9.822800000000001e-05,9.856219999999998e-05,9.89143000000001e-05,9.897950000000012e-05,0
Mon Feb  5 06:50:00 2018,9.758e-05,23.928263469753634,-2.4708182825529856e-07,-2.048254100351123e-07,9.810200000000002e-05,9.810200000000002e-05,9.84942e-05,9.885550000000009e-05,9.896520000000011e-05,1
Mon Feb  5 06:51:00 2018,9.76e-05,25.26287865429946,-2.529696908934562e-07,-2.1445426620678108e-07,9.805700000000003e-05,9.805700000000003e-05,9.847419999999999e-05,9.883480000000009e-05,9.896020000000011e-05,0
Mon Feb  5 06:54:00 2018,9.74e-05,20.747869578579465,-2.660925768411724e-07,-2.3645341797376076e-07,9.792600000000002e-05,9.792600000000002e-05,9.839839999999998e-05,9.877400000000008e-05,9.894575000000012e-05,1
Mon Feb  5 06:56:00 2018,9.744e-05,23.81445542148498,-2.692665259340746e-07,-2.484627233611943e-07,9.784150000000002e-05,9.784150000000002e-05,9.834939999999996e-05,9.87317000000001e-05,9.893480000000012e-05,0
Mon Feb  5 06:57:00 2018,9.741e-05,23.066849592942933,-2.676284940595871e-07,-2.5229587750087284e-07,9.780600000000002e-05,9.780600000000002e-05,9.832399999999996e-05,9.87094000000001e-05,9.892930000000012e-05,1
Mon Feb  5 06:58:00 2018,9.751e-05,30.858577252859444,-2.55318030407961e-07,-2.5290030808229047e-07,9.776900000000002e-05,9.776900000000002e-05,9.830119999999998e-05,9.868860000000011e-05,9.892415000000011e-05,0
Mon Feb  5 06:59:00 2018,9.75e-05,30.525634451076378,-2.4356119386713794e-07,-2.5103248523926e-07,9.773200000000003e-05,9.773200000000003e-05,9.82784e-05,9.866610000000012e-05,9.89200000000001e-05,1
Mon Feb  5 07:04:00 2018,9.84e-05,67.96350933925451,-5.871610758324407e-09,-1.3883470100841928e-07,9.773150000000002e-05,9.773150000000002e-05,9.820619999999999e-05,9.85872000000001e-05,9.891065000000007e-05,0
Mon Feb  5 07:09:00 2018,9.784e-05,45.87445813787197,9.094628175283347e-10,-3.827672495432907e-08,9.778400000000002e-05,9.778400000000002e-05,9.811499999999999e-05,9.851290000000007e-05,9.889570000000007e-05,1
Mon Feb  5 07:12:00 2018,9.792e-05,49.088525942139874,-6.134078444161193e-09,-2.2067717328264434e-08,9.783150000000003e-05,9.783150000000003e-05,9.805759999999999e-05,9.847260000000007e-05,9.88856000000001e-05,0
Mon Feb  5 07:13:00 2018,9.781e-05,44.70469283980336,-1.5277141850856104e-08,-2.070960223278277e-08,9.784250000000002e-05,9.784250000000002e-05,9.80356e-05,9.845820000000007e-05,9.88814000000001e-05,1
Mon Feb  5 07:15:00 2018,9.791e-05,49.181949229999304,-1.3968243056452514e-08,-1.846170203301816e-08,9.789200000000003e-05,9.789200000000003e-05,9.800379999999998e-05,9.843260000000006e-05,9.88750500000001e-05,0
Mon Feb  5 07:17:00 2018,9.774e-05,42.039774299983854,-2.6150977444443484e-08,-1.9242536217293938e-08,9.793150000000002e-05,9.793150000000002e-05,9.797219999999995e-05,9.840760000000008e-05,9.886905000000012e-05,1
Mon Feb  5 07:21:00 2018,9.8e-05,54.116174796183934,-7.360363882169172e-09,-1.7040621171401744e-08,9.7973e-05,9.7973e-05,9.792639999999994e-05,9.836100000000007e-05,9.885905000000015e-05,0
Mon Feb  5 07:22:00 2018,9.792e-05,50.16818705858922,-5.732809861590596e-09,-1.4779058909439514e-08,9.7959e-05,9.7959e-05,9.791579999999995e-05,9.834910000000008e-05,9.885615000000014e-05,1
Mon Feb  5 07:26:00 2018,9.818e-05,61.5340902327096,3.3797499573220155e-08,4.1090412268533545e-09,9.79275e-05,9.79275e-05,9.789419999999995e-05,9.830990000000006e-05,9.885005000000014e-05,0
Mon Feb  5 07:28:00 2018,9.8e-05,51.615416146630245,3.756814320236509e-08,1.6718522587502696e-08,9.793849999999999e-05,9.793849999999999e-05,9.788899999999994e-05,9.829250000000005e-05,9.884405000000014e-05,1
Mon Feb  5 07:29:00 2018,9.809e-05,55.58090460391164,4.1556749145167334e-08,2.1686167899035625e-08,9.795099999999998e-05,9.795099999999998e-05,9.788599999999995e-05,9.828640000000004e-05,9.884175000000015e-05,0
Mon Feb  5 07:32:00 2018,9.758e-05,36.37203339220148,-3.0506135514628296e-08,7.4443558192175725e-09,9.792e-05,9.792e-05,9.785519999999994e-05,9.825530000000005e-05,9.882550000000015e-05,1
Mon Feb  5 07:33:00 2018,9.777e-05,44.781460169970586,-3.765278110678396e-08,-1.5750715659827339e-09,9.791799999999998e-05,9.791799999999998e-05,9.785059999999993e-05,9.824340000000004e-05,9.881990000000013e-05,0
Mon Feb  5 07:44:00 2018,9.75e-05,38.326971254439094,-1.1334778291791959e-07,-9.545404514956333e-08,9.772400000000002e-05,9.772400000000002e-05,9.781919999999993e-05,9.810880000000005e-05,9.873295000000016e-05,0
Mon Feb  5 07:45:00 2018,9.73e-05,31.28964286286272,-1.2794631970259273e-07,-1.0195250006016921e-07,9.7685e-05,9.7685e-05,9.781679999999992e-05,9.809520000000004e-05,9.872210000000016e-05,1
Mon Feb  5 07:49:00 2018,9.753e-05,45.69050681856518,-1.1765793307549216e-07,-1.1810731823212095e-07,9.75485e-05,9.75485e-05,9.78125999999999e-05,9.804550000000002e-05,9.867990000000018e-05,0
Mon Feb  5 07:50:00 2018,9.74e-05,40.19769428517494,-1.1591031409620596e-07,-1.1766791740493795e-07,9.75285e-05,9.75285e-05,9.780739999999989e-05,9.803260000000001e-05,9.866890000000018e-05,1
Mon Feb  5 07:54:00 2018,9.838e-05,71.56603959414451,4.590606377101209e-08,-5.712187277033251e-08,9.7586e-05,9.7586e-05,9.77855999999999e-05,9.799590000000001e-05,9.863920000000019e-05,0
Mon Feb  5 07:55:00 2018,9.823e-05,65.32523569719243,8.10199326465856e-08,-2.9493511686948887e-08,9.761449999999999e-05,9.761449999999999e-05,9.778659999999991e-05,9.7988e-05,9.863395000000019e-05,1
Mon Feb  5 07:57:00 2018,9.828e-05,66.44042642107743,1.3181641719871382e-07,2.4832270407570874e-08,9.7689e-05,9.7689e-05,9.779739999999992e-05,9.797499999999997e-05,9.862190000000019e-05,0
Mon Feb  5 07:58:00 2018,9.79e-05,52.43734662946359,1.1834295524501472e-07,4.353440737505964e-08,9.770900000000001e-05,9.770900000000001e-05,9.77967999999999e-05,9.796449999999997e-05,9.86150000000002e-05,1
Mon Feb  5 08:01:00 2018,9.847e-05,65.33211880642872,1.5947027221019426e-07,8.988049397770689e-08,9.780799999999998e-05,9.780799999999998e-05,9.781879999999991e-05,9.794699999999995e-05,9.85967500000002e-05,0
Mon Feb  5 08:02:00 2018,9.841e-05,63.26796235082443,1.7472359435849233e-07,1.0684911405386397e-07,9.78545e-05,9.78545e-05,9.782859999999992e-05,9.794309999999995e-05,9.85907500000002e-05,1
Mon Feb  5 08:03:00 2018,9.862e-05,67.17681514477738,2.014351875589157e-07,1.2576632875487432e-07,9.79115e-05,9.79115e-05,9.784479999999991e-05,9.794019999999995e-05,9.85851500000002e-05,0
Mon Feb  5 08:05:00 2018,9.783e-05,45.9164691520418,1.6728994739814967e-07,1.4877633650408774e-07,9.79925e-05,9.79925e-05,9.785699999999993e-05,9.793039999999995e-05,9.85707000000002e-05,1
Mon Feb  5 08:10:00 2018,9.82e-05,52.78560701279918,1.261616612338297e-07,1.4159544774688504e-07,9.819950000000001e-05,9.819950000000001e-05,9.789399999999993e-05,9.791519999999997e-05,9.853635000000021e-05,1
Mon Feb  5 08:11:00 2018,9.825e-05,53.92347682069727,1.191674934112474e-07,1.371098568797575e-07,9.822699999999999e-05,9.822699999999999e-05,9.789899999999994e-05,9.791269999999997e-05,9.853030000000022e-05,0
Mon Feb  5 08:13:00 2018,9.804e-05,48.48358193599349,8.093345074593823e-08,1.2025049100237216e-07,9.8241e-05,9.8241e-05,9.790419999999994e-05,9.790529999999999e-05,9.851660000000022e-05,1
Mon Feb  5 08:14:00 2018,9.808e-05,49.57532912941109,6.672874990113181e-08,1.0954614278212409e-07,9.8226e-05,9.8226e-05,9.790619999999994e-05,9.790309999999998e-05,9.850935000000023e-05,0
Mon Feb  5 08:15:00 2018,9.8e-05,47.41125298670431,4.8457502801630965e-08,9.732841478602547e-08,9.82145e-05,9.82145e-05,9.790459999999994e-05,9.790009999999999e-05,9.850095000000022e-05,1
Mon Feb  5 08:16:00 2018,9.805e-05,48.91227880695293,3.757880489972014e-08,8.53784928087644e-08,9.8205e-05,9.8205e-05,9.790199999999993e-05,9.78981e-05,9.849335000000022e-05,0
Mon Feb  5 08:22:00 2018,9.79e-05,43.35144812051166,-1.2927962406784942e-08,2.580442154876383e-08,9.81415e-05,9.81415e-05,9.79171999999999e-05,9.788620000000003e-05,9.844550000000025e-05,1
Mon Feb  5 08:26:00 2018,9.79e-05,43.66153840399547,-2.4308231654160818e-08,-1.46301254223931e-10,9.807849999999999e-05,9.807849999999999e-05,9.794239999999988e-05,9.788810000000006e-05,9.841085000000024e-05,1
Mon Feb  5 08:27:00 2018,9.8e-05,48.38088321088115,-2.3708050664631667e-08,-4.8586511363054785e-09,9.806799999999998e-05,9.806799999999998e-05,9.795239999999988e-05,9.789010000000005e-05,9.840220000000024e-05,0
Mon Feb  5 08:28:00 2018,9.791e-05,44.747797975968595,-3.014713335756534e-08,-9.916347580557451e-09,9.804849999999999e-05,9.804849999999999e-05,9.796059999999987e-05,9.789220000000005e-05,9.839330000000024e-05,1
Mon Feb  5 08:29:00 2018,9.793e-05,45.72321003146717,-3.325300004453015e-08,-1.4583678073351991e-08,9.803e-05,9.803e-05,9.796739999999988e-05,9.789460000000005e-05,9.838470000000025e-05,0
Mon Feb  5 08:30:00 2018,9.792e-05,45.29266253622548,-3.610514061074715e-08,-1.8887970580831023e-08,9.801599999999999e-05,9.801599999999999e-05,9.797399999999987e-05,9.789800000000004e-05,9.837675000000025e-05,1
Mon Feb  5 08:33:00 2018,9.842e-05,64.36557291782763,3.765112806628651e-08,-3.886197787938118e-09,9.80405e-05,9.80405e-05,9.802119999999991e-05,9.791920000000006e-05,9.835610000000023e-05,0
Mon Feb  5 08:34:00 2018,9.841e-05,63.83890998552305,5.869892671491665e-08,8.630827112632837e-09,9.8057e-05,9.8057e-05,9.803939999999991e-05,9.792930000000007e-05,9.835165000000023e-05,1
Mon Feb  5 08:36:00 2018,9.879e-05,73.409544679167,1.1699625982157112e-07,4.097388602224507e-08,9.8115e-05,9.8115e-05,9.809099999999991e-05,9.795280000000006e-05,9.834225000000022e-05,0
Mon Feb  5 08:41:00 2018,9.811e-05,47.2919440876782,5.811355625503481e-08,7.022268431294361e-08,9.8168e-05,9.8168e-05,9.816699999999989e-05,9.798220000000005e-05,9.830545000000021e-05,1
Mon Feb  5 08:44:00 2018,9.819e-05,50.38034567808726,2.91446605430617e-08,5.2860152483285706e-08,9.81945e-05,9.81945e-05,9.817099999999988e-05,9.797830000000005e-05,9.828275000000018e-05,0
Mon Feb  5 08:45:00 2018,9.811e-05,47.26278064760498,1.8794683460162526e-08,4.604705867866107e-08,9.819849999999999e-05,9.819849999999999e-05,9.816859999999988e-05,9.797760000000006e-05,9.827530000000019e-05,1
Mon Feb  5 08:46:00 2018,9.817e-05,49.773142528919415,1.525786741561814e-08,3.988922042605248e-08,9.8212e-05,9.8212e-05,9.816719999999988e-05,9.797910000000005e-05,9.82686500000002e-05,0
Mon Feb  5 08:49:00 2018,9.783e-05,38.05190607566089,-4.261415097691116e-08,8.452994965097172e-09,9.82075e-05,9.82075e-05,9.815859999999987e-05,9.797930000000007e-05,9.824610000000022e-05,1
Mon Feb  5 08:50:00 2018,9.789e-05,40.94267237727872,-5.463050672611708e-08,-4.1637053731456795e-09,9.820599999999999e-05,9.820599999999999e-05,9.815099999999987e-05,9.797920000000007e-05,9.823905000000021e-05,0
Mon Feb  5 08:51:00 2018,9.767e-05,34.57224299411923,-8.09723181338976e-08,-1.9525427925296067e-08,9.818549999999998e-05,9.818549999999998e-05,9.813499999999987e-05,9.797690000000006e-05,9.823090000000023e-05,1
Mon Feb  5 08:52:00 2018,9.782e-05,41.280755593837384,-8.872191603873818e-08,-3.336472554798449e-08,9.815649999999998e-05,9.815649999999998e-05,9.812319999999987e-05,9.797590000000007e-05,9.822425000000022e-05,0
Mon Feb  5 08:53:00 2018,9.768e-05,37.423889266872045,-1.0495055353070123e-07,-4.7681891144527834e-08,9.811949999999998e-05,9.811949999999998e-05,9.810439999999987e-05,9.797460000000006e-05,9.821640000000023e-05,1
Mon Feb  5 08:54:00 2018,9.786e-05,44.59176427910443,-1.0211030594143038e-07,-5.856757410390834e-08,9.8092e-05,9.8092e-05,9.808979999999988e-05,9.797420000000006e-05,9.820950000000023e-05,0
Mon Feb  5 08:57:00 2018,9.75e-05,35.461727188723785,-1.4850374652538168e-07,-9.568468800653624e-08,9.794099999999998e-05,9.794099999999998e-05,9.805939999999991e-05,9.796570000000006e-05,9.818665000000023e-05,1
Mon Feb  5 08:58:00 2018,9.753e-05,36.75328118699256,-1.56874862986556e-07,-1.0792272300254019e-07,9.790749999999998e-05,9.790749999999998e-05,9.80439999999999e-05,9.796200000000006e-05,9.817845000000023e-05,0
Mon Feb  5 08:59:00 2018,9.735e-05,32.54490828557724,-1.7600465664717175e-07,-1.215391097314665e-07,9.786499999999997e-05,9.786499999999997e-05,9.802499999999992e-05,9.795650000000007e-05,9.817010000000024e-05,1
Mon Feb  5 09:01:00 2018,9.752e-05,39.78027487294885,-1.772837134890714e-07,-1.4220328135363962e-07,9.779799999999996e-05,9.779799999999996e-05,9.799539999999992e-05,9.794720000000007e-05,9.815410000000023e-05,0
Mon Feb  5 09:02:00 2018,9.735e-05,35.499742383027424,-1.859056329917751e-07,-1.5094375168126672e-07,9.775899999999996e-05,9.775899999999996e-05,9.797999999999993e-05,9.794150000000007e-05,9.814530000000023e-05,1
Mon Feb  5 09:03:00 2018,9.75e-05,41.48301737052284,-1.7857630345124705e-07,-1.564702620352628e-07,9.772699999999995e-05,9.772699999999995e-05,9.796919999999994e-05,9.793670000000008e-05,9.813770000000024e-05,0
Mon Feb  5 09:07:00 2018,9.745e-05,43.749958703758445,-1.8522137271114977e-07,-1.7644334546047103e-07,9.756649999999996e-05,9.756649999999996e-05,9.791099999999995e-05,9.790580000000009e-05,9.81036500000002e-05,0
Mon Feb  5 09:10:00 2018,9.73e-05,39.47725606367863,-1.633880774663533e-07,-1.7140233248419958e-07,9.749049999999997e-05,9.749049999999997e-05,9.787099999999997e-05,9.788810000000008e-05,9.808270000000024e-05,1
Mon Feb  5 09:11:00 2018,9.74e-05,43.587857972055275,-1.5251787822983696e-07,-1.6762544163332707e-07,9.747699999999997e-05,9.747699999999997e-05,9.785899999999997e-05,9.788490000000008e-05,9.807660000000023e-05,0
Mon Feb  5 09:14:00 2018,9.701e-05,33.30255327728882,-1.7593659615015487e-07,-1.658911644157267e-07,9.738099999999998e-05,9.738099999999998e-05,9.780919999999997e-05,9.786840000000006e-05,9.805065000000026e-05,1
Mon Feb  5 09:15:00 2018,9.704e-05,34.670496772534435,-1.8378523407454848e-07,-1.6946997834749105e-07,9.735049999999999e-05,9.735049999999999e-05,9.778939999999997e-05,9.786220000000007e-05,9.804120000000025e-05,0
Mon Feb  5 09:16:00 2018,9.7e-05,33.678666727309036,-1.9103091639054008e-07,-1.7378216595610086e-07,9.732299999999999e-05,9.732299999999999e-05,9.777139999999997e-05,9.785690000000007e-05,9.803180000000026e-05,1
Mon Feb  5 09:17:00 2018,9.709e-05,37.97789864686254,-1.8735125534020654e-07,-1.76495983832922e-07,9.730249999999999e-05,9.730249999999999e-05,9.775319999999997e-05,9.785280000000005e-05,9.802390000000027e-05,0
Mon Feb  5 09:19:00 2018,9.699e-05,35.14679394800977,-1.8738066168883275e-07,-1.8024506230500632e-07,9.725999999999999e-05,9.725999999999999e-05,9.771699999999996e-05,9.784220000000004e-05,9.800680000000027e-05,1
Mon Feb  5 09:21:00 2018,9.738e-05,51.925884061384494,-1.5120416630295616e-07,-1.7524200608416003e-07,9.72305e-05,9.72305e-05,9.768459999999996e-05,9.783430000000005e-05,9.799110000000027e-05,0
Mon Feb  5 09:22:00 2018,9.724e-05,47.196634428735464,-1.3395382958814159e-07,-1.6698437078495634e-07,9.722499999999999e-05,9.722499999999999e-05,9.766139999999996e-05,9.783190000000004e-05,9.798455000000027e-05,1
Mon Feb  5 09:23:00 2018,9.738e-05,51.9131310026829,-1.0774397797867416e-07,-1.551362922236999e-07,9.721899999999999e-05,9.721899999999999e-05,9.764059999999997e-05,9.783090000000003e-05,9.797720000000027e-05,0
Mon Feb  5 09:24:00 2018,9.73e-05,49.20828359000865,-9.236310873501343e-08,-1.425816555259626e-07,9.721549999999999e-05,9.721549999999999e-05,9.761839999999996e-05,9.782890000000002e-05,9.796885000000027e-05,1
Mon Feb  5 09:26:00 2018,9.75e-05,55.51987197950814,-4.166599667161143e-08,-1.1009725815939273e-07,9.724199999999997e-05,9.724199999999997e-05,9.757359999999996e-05,9.783230000000004e-05,9.795715000000028e-05,0
Mon Feb  5 09:27:00 2018,9.724e-05,46.84371454943318,-4.310283448066279e-08,-9.669837342364674e-08,9.723149999999997e-05,9.723149999999997e-05,9.754819999999997e-05,9.783140000000005e-05,9.794995000000026e-05,1
Mon Feb  5 09:28:00 2018,9.735e-05,50.37690339071875,-3.4962432940966967e-08,-8.435118532711079e-08,9.722699999999997e-05,9.722699999999997e-05,9.753119999999999e-05,9.783030000000004e-05,9.794345000000027e-05,0
Mon Feb  5 09:29:00 2018,9.708e-05,42.84848924966108,-4.972465472108888e-08,-7.742587920590641e-08,9.721199999999998e-05,9.721199999999998e-05,9.75088e-05,9.782580000000002e-05,9.793565000000027e-05,1
Mon Feb  5 09:30:00 2018,9.716e-05,45.44972597041033,-5.4342068882479774e-08,-7.280911714122108e-08,9.720499999999997e-05,9.720499999999997e-05,9.7488e-05,9.782340000000004e-05,9.792800000000027e-05,0
Mon Feb  5 09:31:00 2018,9.707e-05,43.07447574850772,-6.451990540341519e-08,-7.115127479365991e-08,9.718849999999997e-05,9.718849999999997e-05,9.746720000000001e-05,9.781710000000004e-05,9.791905000000028e-05,1
Mon Feb  5 09:32:00 2018,9.724e-05,48.54463371077389,-5.819747070725818e-08,-6.856051397637956e-08,9.718549999999997e-05,9.718549999999997e-05,9.744940000000001e-05,9.781050000000005e-05,9.791100000000026e-05,0
Mon Feb  5 09:36:00 2018,9.702e-05,42.49786924208659,-8.081705165183955e-08,-7.147452589105545e-08,9.718899999999995e-05,9.718899999999995e-05,9.736220000000001e-05,9.776470000000004e-05,9.787305000000028e-05,1
Mon Feb  5 09:37:00 2018,9.725e-05,50.63610887249027,-6.622768420864067e-08,-7.042515755457249e-08,9.719699999999996e-05,9.719699999999996e-05,9.73472e-05,9.775440000000005e-05,9.786470000000028e-05,0
Mon Feb  5 09:38:00 2018,9.72e-05,49.012142345182454,-5.803114066528763e-08,-6.794635417671552e-08,9.720499999999995e-05,9.720499999999995e-05,9.733280000000002e-05,9.774740000000005e-05,9.785595000000027e-05,1
Mon Feb  5 09:40:00 2018,9.749e-05,57.69009754858258,-9.365983949356457e-09,-5.095784071034588e-08,9.724999999999995e-05,9.724999999999995e-05,9.731620000000003e-05,9.773360000000006e-05,9.784255000000026e-05,0
Mon Feb  5 09:49:00 2018,9.688e-05,37.870092350783764,-7.650117744348989e-08,-4.754215774061053e-08,9.714449999999996e-05,9.714449999999996e-05,9.722059999999998e-05,9.762280000000004e-05,9.777035000000026e-05,1
Mon Feb  5 09:53:00 2018,9.707e-05,47.7805718378703,-7.702506530300236e-08,-6.951836081282434e-08,9.710949999999998e-05,9.710949999999998e-05,9.718159999999995e-05,9.757540000000004e-05,9.774035000000025e-05,0
Mon Feb  5 09:55:00 2018,9.68e-05,37.73623719564249,-9.358557083340017e-08,-7.645913603758809e-08,9.708749999999997e-05,9.708749999999997e-05,9.716359999999994e-05,9.755150000000002e-05,9.772580000000025e-05,1
Mon Feb  5 09:57:00 2018,9.69e-05,42.88103886318703,-9.329538699671003e-08,-8.285278628076856e-08,9.706249999999997e-05,9.706249999999997e-05,9.714559999999991e-05,9.752830000000003e-05,9.771280000000025e-05,0
Mon Feb  5 10:03:00 2018,9.65e-05,29.527173089341375,-1.4934146836186144e-07,-1.1593919161276859e-07,9.686449999999997e-05,9.686449999999997e-05,9.70659999999999e-05,9.744780000000002e-05,9.766700000000024e-05,1
Mon Feb  5 10:04:00 2018,9.655e-05,32.90264448765493,-1.5418237362076128e-07,-1.2358782801436713e-07,9.683899999999996e-05,9.683899999999996e-05,9.705679999999991e-05,9.743300000000001e-05,9.765935000000024e-05,0
Mon Feb  5 10:07:00 2018,9.631e-05,25.727127838035162,-1.7866629646824596e-07,-1.4561280586653594e-07,9.675199999999996e-05,9.675199999999996e-05,9.702039999999992e-05,9.738680000000001e-05,9.763845000000022e-05,1
Mon Feb  5 10:09:00 2018,9.649e-05,37.78181542456004,-1.7904217773336483e-07,-1.589574251052887e-07,9.669899999999996e-05,9.669899999999996e-05,9.699619999999994e-05,9.735660000000002e-05,9.762560000000022e-05,0
Mon Feb  5 10:13:00 2018,9.609e-05,26.198119488379767,-2.052503227609892e-07,-1.791211539850376e-07,9.655499999999996e-05,9.655499999999996e-05,9.691599999999992e-05,9.727830000000003e-05,9.75987500000002e-05,1
Mon Feb  5 10:14:00 2018,9.633e-05,39.46182942663404,-1.9517610256835336e-07,-1.8233214370170074e-07,9.652699999999995e-05,9.652699999999995e-05,9.689659999999994e-05,9.725750000000003e-05,9.759340000000019e-05,0
Mon Feb  5 10:15:00 2018,9.624e-05,36.79152183112095,-1.9223845310041923e-07,-1.8431340558144445e-07,9.649899999999996e-05,9.649899999999996e-05,9.687199999999995e-05,9.723570000000002e-05,9.75875000000002e-05,1
Mon Feb  5 10:20:00 2018,9.601e-05,31.298779299177532,-1.7432926037984093e-07,-1.7384734583286758e-07,9.635499999999994e-05,9.635499999999994e-05,9.676859999999994e-05,9.712830000000006e-05,9.75557000000002e-05,1
